content,label
forget gold government should ban cheque payments|lakhs of cheque bouncing cases pending in courts,NAG
so as per whole world plotting conspirocy aginst your religion|lola ,CAG
bat got doppler|yoga to open the third eye|believe it or not|eye donation for cnbc tv  from commentator ( me me ),NAG
azam khan is nothing but a faithful dog of akhliesh|why azam did not raise this question when khargea made a remark on dog|that time you were sleeping you idiot azam khan,OAG
you are not a political savvy|you must be a bhakts religious fanatic clown|northeastern state is fully dependent with central aide|we support any ruling party that form government,NAG
foreign style attitude|it really works and has to be implied,CAG
 i am proud on adgpi  - indian army| its not the time to be sad | its time for action ,NAG
think so he has won with a blast keep up that rapo so modiji need not beg for bote,CAG
every single politician has been saying that for the past  years|so only time would tell if  is gonna be any different,CAG
my | : when you make a billion $$ $|everything seems fair ( and reasonable )|and|when you don ’ t nothing seems fair ( and equitable )|logic of life|no - brainer|i guess,NAG
majority should come to any party otherwise it would be difficult for good governance like bihar akhilesh joined hand with congress means he was not having confidence on his party and compromise on his ideology a d forgot that congress was not giving weightage to sp after having  mp|sp| bsp | rjd |and all small parties grown up against congress and they are giving birth space to congress|when congress will come into the picture means they will be finished but who cares|it ' s not ideology politics|it ' s opportunists politics,OAG
will it actually be given||i have my doubts,NAG
now it should be communist mukt bharat this bloody communist have always used the poor of kerala and ruled the state now ppl please open your eyes this bloody communist are of no good my family also always supported the communist but the truth is they have always used poor people for their own purpose,OAG
you wanna eat pork it is your call then|we will not stop you|we wanna eat beef it is our call then|you do not stop us|free country free choices|fair and square,CAG
islam never said in quran shout on loudspeaker|yes every excessive use of loudspeaker should b ban|u visit malwani in mumbai n okhla delhi during friday|u will hardly find noise in okhla kutba shouting|but in mumbai malwani they shout for prayer call every day one after another on masjid speakers n kutba is like as if american r just about drop bomb n molvis giving his last speech before raging war against america|why it ' s so|in muslim area they do not use mike as they use in mix locality,OAG
fake news,CAG
at last mr| x pm  spoke|and came out of mute mode||well done modiji,NAG
he should not be sing anymore o think his fed up now low ,OAG
"i feel the govt|should remove all subsidies|let  psu  to do buiness on their own not pressurise them|and beleive in "" survival of the fittest """,CAG
if  bjp  wins up elections whether market will move above all time high ,NAG
show the bike|we literates we will be able to understand|do not waste our time,OAG
at least arvind kejriwal has done something for the society at large|anna|hand in glove with  bjp |is thinking at it ' s lowest mental level|shameful,CAG
 wtf |a ruling party is not allowed to have their office in the state|anna hazare dont know how many offices  bjp |congress|sp| bsp  have in delhi and in other states,CAG
maybe you need to research more on why there are maoists in that part of india in the first place|understanding the problem will give you a wider perspective and maybe even how to better deal with them,CAG
what is the profit margin or service charge for innovative birla brain solution,OAG
what you know about reglious you are comminest devil ' s tell me do comminest has any reglious value comminest devil ' s are babirian,OAG
& now  sbi  will again convert this money into npas|<sad>,NAG
first improve your service mr rajiv|your service guys are sick they can not handle a rs200 properly and the d400 fate gonna be even worse,CAG
how dumb this woman is :pouting_face: wot a fate of indians these people r representing in parliament|who even do not show sympathy towards human life|:thumbs_down:,OAG
hahaha zikr|i m allah|lets c who gets lynched first|<tong>,NAG
hahahahahahahhaha|china is communist|hahahahahhahajajahahha|if anything its right wing with no democracy|look at uighurs and tibetans if chinese were communist monks would have still be living in tibet and so would uighur atrocities would be none|china is country lover communists are people lover not country,CAG
cascading effect will be neutralize|good step for global economy,NAG
maximum no|of politican is caught having black money at home is related to  bjp  on that what pm is taken action,CAG
suvodip is indian pm is best in world lolz this feku modi cant even able to reduce price for fuel even after its been reduced in world market such a idoit is no1 pm lolz,OAG
